question,answer
", bisa kah saya membuat surat keterangan mengikuti diklat SDSD periode 18-21 januari 2025","Untuk permintaan surat keterangan (suket) diklat, dapat menghubungi admin melalui WhatsApp di 0811-1707-1205 dengan format: permintaan suket, serta melampirkan kartu peserta diklat yang akan dibuatkan surat keterangannya.

Mohon diperhatikan, sertifikat yang sudah terbit tidak dapat dibuatkan surat keterangan (suket).

Terima kasih 😊🙏
"
Untuk sistem pembelajaran diklat dibawah ini apakah online atau offline? terima kasih • ARPA • BRM • ECDIS • SCRB • RADAR,"Untuk diklat berikut:
• ARPA
• BRM
• ECDIS
• SCRB
• RADAR

Pembelajaran teori dilaksanakan secara online, namun ada praktik selama 1 hari (tatap muka) ya kak 🙏"
Assalamu'alaikum Bapak/Ibu izin bertanya untuk diklat keterampilan Medical Care itu pembelajarannya offline atau online?,"Wa'alaykumussalam, untuk Diktram MC full online pembelajarannya, Terima kasih"
", jadi yang untuk renewal saya daftarnya di kelompok diklat, diklat keterampilan ya ? dan untuk biaya renewalnya berapa ya per serfitikatnya?","🧾 Layanan Akademik & Sertifikat:

* Revalidasi BST (BP2TL) : Rp 250.000
* Revalidasi BST (Non BP2TL) : Rp 300.000
* Updating BST (BP2TL) : Rp 125.000
* Updating BST (Non BP2TL) : Rp 140.000
* Revalidasi AFF / SCRB : Rp 250.000
* Cetak Ulang COC & COE : Rp 500.000
* Cetak Ulang COC : Rp 250.000
* Cetak Ulang COP : Rp 250.000
* Cetak Ulang SPPK : Rp 150.000
* Perpanjang COE ANT/ATT : Rp 250.000
* Perpanjang COE GMDSS : Rp 250.000"
" bapa/ibu apakah bisa revalidasi sertifikat gmdss,scrb,AFF di bp2tl terbitan non bp2t?","Berikut ketentuan revalidasi di BP2TL:

GMDSS: wajib terbitan BP2TL (tidak bisa revalidasi jika non BP2TL)
SCRB dan AFF: bisa direvalidasi meskipun non BP2TL, dengan syarat menyerahkan sertifikat fisik asli ke kampus

Untuk SCRB dan AFF akan dikenakan biaya keabsahan Rp50.000 (cash) ya kak.

Terima kasih 🙏😊"
", kalau mau updating BST untuk peraturan terbaru tapi tidak dikapal apa pembelajarannya online atau harus ke ke kampus ya, tapi bst saya terbitan BP2TL","Untuk revalidasi BST non BP2TL bisa dilakukan ya pak, dengan biaya Rp300.000.

Untuk sistem pembelajarannya:

Bisa online, apabila bapak masih dalam posisi berlayar (on board)
Bisa offline, apabila sudah turun kapal

Demikian yang dapat disampaikan, semoga membantu ya pak. Terima kasih 🙏"
"Dear admin. Mengenai pendaftaran SSO, apakah bisa diupload surat keterangannya dengan surat sedang mengikuti ETO ( electrical technical officer) dari kampus. Mengingat ijazahnya dikeluarkan untuk officer juga","Diperbolehkan menggunakan surat keterangan ETO (sedang mengikuti pendidikan) sebagai pengganti sementara ya pak.

Silakan dilanjutkan pendaftarannya 🙏"
"Slamat siang..ijin bertanya saya mau ambil revalidasi bst msc 560,,bst saya keluaran stip,,saya sekarang posisi in board dikapal mau ngambil on line ada persyaratan keabsahan bst non bp2tl..mau saya tanyakan gimana saya mau ambil surat keabsahan sementara saya ada dikapal.mohon infonya bapak apa ibu admin biar qta bisa daftar dibp2tl trima kasih","Revalidasi BST dari tempat diklat lain bisa dilakukan di BP2TL.

Berikut informasinya:
⚓️ BST MSC.560 (108)
⚓️ UPDATING (BST masih aktif)

Alumni BP2TL: Rp125.000
Non BP2TL: Rp140.000

⚓️ REVALIDASI (BST kurang dari 5 tahun)

Alumni BP2TL: Rp250.000
Non BP2TL: Rp300.000

Untuk BST terbitan BP2TL maupun Non BP2TL, terdapat 2 teknis pelaksanaan diklat:

Online (melampirkan PKL masih aktif dan surat rekomendasi dari perusahaan/instansi)
Offline (bagi pelaut yang sedang off, pembelajaran tetap dilaksanakan online sesuai jadwal terlampir)

Waktu tatap muka:

Updating: 1 hari (4 jam pembelajaran)
Revalidasi: 1 hari (6 jam pembelajaran)

Pendaftaran dapat dilakukan melalui laman:
diklat.bp2tl.ac.id (menu REVALIDASI)

Terima kasih, semoga informasinya membantu ⚓️"
"ak/Ibu, kmaren saya baru ambil sertifikat SSO 23 April di bp2tl tapi untuk fisiknya belum keluar. Bisa di bantu gak ya, karna saya mau update ke management? Atau harus nunggu fisik keluar dulu? Karna posisi saya juga lagi onboard, gimana ya solusi nya pak/Ibu?",kalau diklat ssonya di bp2tl bisa dilampirkan saja bukti bayar sso atau kartu peserta sso pada saat mengunggah sso untuk manajemenny
untuk pelaksanaan diklat Medical Care (MC) apakah online?,Untuk pelaksanaan diklat Medical Care (MC) online ya pak 🙏
Untuk jadwal able belum ad yah bu,"  untuk jadwal diklat silakan cek secara berkala di website 👉 diklat.bp2tl.ac.id, apabila belum tersedia atau masih kosong berarti jadwal belum dibuka, update juga diinformasikan melalui sosial media resmi BP2TL, dan untuk informasi lebih lanjut dapat menghubungi admin di +62 811-1707-1205 🙏"
"pg min,sy mau ambil erm. untuk bljrny online y ?",Untuk diklat ERM pembelajarannya online ya kak 🙏
"zin bertanya mengenai dokumen keabsahan sebagai syarat revalidasi BST, dokumen keabsahan itu seperti apa dan dimana saya bisa mendapatkannya?","ijin melanjutkan jawaban bapak, mengenai keabsahan bapak dapat upload menggunakan sertifikat BST kembali, karena nanti akan dibantu keabsahannya dari kami kampus BP2TL, namun pada saat sertifikat BST yang terbaru sudah cetak dan bapak mau ambil silahkan bapak membawa sertifikat BST yang sebelumnya untuk ditukar, Terima kasih"
"Izin bertanya, apakah bisa revalidasi BST yang bukan terbitan dari BP2TL? Jika bisa, bagaimana sistem pembelajarannya?","Untuk revalidasi BST non BP2TL bisa dilakukan ya pak, dengan biaya Rp300.000.

Untuk sistem pembelajarannya:

Bisa online, apabila bapak masih dalam posisi berlayar (on board)
Bisa offline, apabila sudah turun kapal

Demikian yang dapat disampaikan, semoga membantu ya pak. Terima kasih 🙏"
". Saya mau daftar diklat rating engine, ada 1 berkas yg kurang untuk di input, yaitu sdsd. Kemarin saya sempat diklat sdsd tapi sertifikat nya belum keluar, solusi nya bagaimana ya?"," 

Untuk pendaftaran Diklat Rating Engine, apabila sertifikat SDSD belum keluar:

* Jika SDSD terbitan BP2TL, bisa menggunakan invoice dari email sebagai pengganti scan sertifikat SDSD ya kak.
* Jika SDSD terbitan selain BP2TL, wajib melampirkan print out online sebagai pengganti sementara.

Silakan diunggah sesuai ketentuan tersebut ya kak 🙏
"
"Saya ambil sdsd nya online di bp2tl juga kemarin, cuman sampe sekarang kan belum keluar fisiknya. Lalu saya mau diklat rating engine, nah harus ada scan sdsd. Apakah bisa pakai invoice yg dari email itu?"," 

Untuk pendaftaran Diklat Rating Engine, apabila sertifikat SDSD belum keluar:

* Jika SDSD terbitan BP2TL, bisa menggunakan invoice dari email sebagai pengganti scan sertifikat SDSD ya kak.
* Jika SDSD terbitan selain BP2TL, wajib melampirkan print out online sebagai pengganti sementara.

Silakan diunggah sesuai ketentuan tersebut ya kak 🙏
"
Maaf tapi sampai skrng belum ada email VA. Apa biasanya ada ya?,"Apakah sudah memilih periode diklatnya pak? Jika sudah, silakan cek email ya kak.

Mohon juga dicek pada folder spam/junk, pastikan email yang didaftarkan sudah benar, serta coba refresh kembali web dan emailnya.

Apabila masih belum ada, silakan hubungi admin pendaftaran di 0811-1707-1205 ya kak 🙏"
Izin bertanya untuk pengambilan rating duduk atau online. Terimakasih,untuk pengambilan diklat rating online ya 
pagi pak untuk diklat ERM apa harus datang kekampus atau bisa melewati zoom terima kasih mohon maaf jika mengganggu,"Untuk diklat ERM pembelajarannya dapat dilakukan melalui Zoom (online) ya kak, jadi tidak perlu datang ke kampus.

Terima kasih 🙏"
Kalau mau re validasi mc. Sso bisa kah di bpptl keluaran bpptl,"Untuk Reval kecuali BST, AFF, PSCRB, masuknya ke Renewal pak, biayanya seharga diklat baru tetapi tidak belajar Kembali. pilihan pendaftarannya seperti diklat Baru pak"
"apakah sudah bisa revalidasi sertifikat BST pembaruan? jika bisa, apakah bisa untuk BST terbitan dari lembaga diklat lain di revalidasi di BP2TL?",", terkait pelaksanaan BST Pembaruan, Untuk info secara umum, bisa dilakukan di BP2TL, begitu juga untuk terbitan dari luar lembaga diklat BP2TL dengan menyesuaikan persyaratan yang berlaku. Tetapi untuk wkt pelaksanaan blm bisa kami pastikan. Pantau terus di website dan sosmed BP2TL ya Pak untuk mendapatkan upate info terbarunya terima kasih"
untuk sertifikat SAT saya jika mau di kirim hubungin siapa?,"Saat ini BP2TL belum melayani pengiriman sertifikat. Sertifikat dapat diambil langsung ke kampus atau diwakilkan oleh keluarga/kerabat ya 

Jika diambil langsung, mohon membawa:
1. Bukti pembayaran dari email (diprint)
2. Fotokopi KTP

Jika pengambilan diwakilkan, mohon membawa:
1. Surat kuasa
2. Bukti pembayaran dari email (diprint)
3. Fotokopi KTP pemberi kuasa dan yang diberi kuasa

Terima kasih 🙏
"
Saya ingin cetak ulang fisik sertifikat BST saya ???? Di karenakan kos tempat saya tinggal terjadi kebakaran bu,"Pegajuan sertifikat baru atas sertifikat yang hilang dapat dilakukan secara langsung di loket BP2TL dengan membawa persyaratannya sebagai berikut:

1. KTP
2. Akta Kelahiran
3. Surat Kehilangan dari Kepolisian
4. Kartu Keluarga (KK)
5. Pas Foto terbaru
6. Scan sertifikat yang hilang
7. Surat keterangan bahwa Bapak akan melakukan cetak ulang sertifikat
8. Surat Pernyataan Peserta (diunduh melalui akun masing-masing)
"
Cara daftar Diklat bagaimana,"

Alur pendaftaran peserta bisa kunjungi https://diklat.bp2tl.ac.id/login.php:
1. Peserta registrasi KTP
2. Validasi KTP oleh admin
3. Unggah berkas oleh peserta 
4. Validasi berkas oleh admin
5. Apabila berkas sudah tervalidasi semua, kembali ke menu halaman unggah berkas, maka tampilan akan berubah menjadi pilihan jadwal periode pembelajaran 
6. Pilih jadwal, klik daftar
7. Tunggu virtual account (VA) yang diterima di email (±5menit)
8. Lalukan pembayaran, Bank BNI, masukan nomor VA, pastikan nama yang muncul adalah nama peserta, pastikan nominal pembayaran sesuai (tidak kurang/lebih)
9. Apabila pembayaran berhasil akan ada email balasan dengan tulisan ""Pembayaran telah berhasil dilakukan"". 
Atau, 
peserta dipersilahkan cek kartu peserta sesuai diklat yang diambil, dengan mengikuti langkah berikut :
1. Dashboard 
2. Klik Diklat saya
3. Klik Diklat cetak (warna hijau)

Selamat, anda berhasil terdaftar menjadi peserta Diklat di BP2TL!! 😎"
Ka untuk ngambil fisik sertifikat nya dimana ya,"Saat ini BP2TL belum melayani pengiriman sertifikat. Sertifikat dapat diambil langsung ke kampus atau diwakilkan oleh keluarga/kerabat ya 

Jika diambil langsung, mohon membawa:
1. Bukti pembayaran dari email (diprint)
2. Fotokopi KTP

Jika pengambilan diwakilkan, mohon membawa:
1. Surat kuasa
2. Bukti pembayaran dari email (diprint)
3. Fotokopi KTP pemberi kuasa dan yang diberi kuasa

Terima kasih 🙏
"
Izin bertanya untuk diklat pscrb dan sdsd online atau duduk. Terimkasih,"Untuk PSCRB terdapat praktik selama 1 hari ya kak.
Sedangkan untuk SDSD dilaksanakan secara online saja.

Terima kasih 🙏"
Mohon izin Bu saya ikut mng periode Mei tgl 25 tapi sampe skrng kok sertifikat nya belum tampil ya bu,"sertifikat online paling cepat 3 minggu dari selesai diklat diluar hari libur yaa, nanti akan diinfokan di grup pembelajaran"
Ka mohon petunjuk untuk pengambilan sertifikat revalidasi BST untuk persyaratan nya,"Untuk melihat dan melengkapi persyaratannya, silakan kunjungi:
https://diklat.bp2tl.ac.id/login.php

Pada bagian Informasi Okupansi Diklat BP2TL Jakarta pilih:
Kelompok Diklat (Revalidasi DKP) → pilih diklat (BST) → Revalidasi, nanti akan muncul daftar berkas yang perlu diunggah, biaya serta jadwal pelaksanaannya.

Berikut persyaratan scan yang dibutuhkan:

Akte Lahir / Surat Kenal Lahir
1. Buku Pelaut
2. KTP / Identitas yang masih berlaku
3. Kartu Keluarga (KK)
4. Pas foto terbaru ukuran 3x4 (background: Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram)
5. Sertifikat BST (untuk revalidasi)
6. Surat Pernyataan Peserta Diklat

Semua dokumen diunggah dalam bentuk scan asli ya kak. Terima kasih 🙏"
 pak. Maaf pak kalo mau perpanjang endorse att 4 menejemen di bagian mana ya? Tadi di bagian non diklat cuma ada yg att 4 saja,"Benar pak, untuk perpanjangan endorse ATT IV Management dapat melalui menu non diklat, lalu pilih perpanjang COE ya pak. Silakan dicoba kembali.

Terima kasih 🙏"
Bagaimana Cara untuk melihat jika sertifikasi SSO dari pelatihan di BP2TL jika sudah online di web Pelaut.,"Untuk mengecek apakah sertifikat SSO sudah online atau belum, silakan cek melalui website berikut: https://pelaut.dephub.go.id/verifikasi

Langkah pengecekan:

1. Masukkan Nomor Kode Pelaut
2. Masukkan Nomor Sertifikasi
3. Lakukan Validasi TTE
4. Isi Captcha yang tersedia
5. Kemudian klik verifikasi

Jika data sudah muncul, berarti sertifikatnya sudah terdata di sistem ya kak 🙏
"
Saya ingin unggah surat pernyataan peserta Diklat BRM dimana ya gak ketemu,"Untuk dokumen yang belum terunggah, silakan upload melalui menu Dokumen Belum Lengkap pada akun peserta diklat  di SIM BP2TL milik kakak yaa.

Terima kasih 🙏"
"Selamat malam, no saya belum masuk ke dalam grup diklat","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
"bapak/ibu saya ingin daftar ANT V apakah bisa saya ambil paket skalian MFA,SCRB DAN ABLE nya klo saya ikut Sekolah ANT V yg bulan 8?? lalu kalau memang bisa,apakah saya pilih diklat nya yg reguler apa pasis utk yang SCRB,MEFA dan ABLE nya?? Rating saya kluaran 13 juli 2023,apakah sdh bisa saya mendftrkan utk ANT V ?? Mohon petunjuknya bapak/ibu admin?",Mohon maaf untuk Peningkatan V sekarang Min Able 2 tahun pak
"assalamualaikum, mau tanya kalau punya ijazah darat d4 kalk, bisa penyetaraan ijazah laut?",Mohon maaf di BP2TL Jakarta belum bisa dilakukan penyetaraan ya
saya mendaftar diklat pemutakhiran tapi menunggu validasi nya lama kak mohon solusinya kak,"Mohon ditunggu untuk validasi dokumen sedang dalam antrian ya kak, kami akan cek secara runtut dr peserta yg sudah unggah dokumen terlebih dahulu, Terima kasih"
Diklat gmdss masih online kah ?,Terkait Diklat GMDSS dilaksanakan secara daring dan terdapat kegiatan tatap muka selama 2 hari untuk praktek dan UKP ya
" Admin BP2TL Jakarta, 
Saya Yoseph Andryason Wua, pemilik akun dengan nomor pendaftaran [8806798979/2610700201)Email : andriwua522@gmail.com].
Saya ingin melaporkan bahwa saya salah memilih jenis diklat. Saya terlanjur mendaftar dan membayar melalui VA BNI untuk program Revalidasi BST, padahal seharusnya saya mengambil program Updating BST (MSC.560) karena sertifikat saya baru terbit tanggal 30 Mei 2024.
Mohon bantuannya, apakah pembayaran tersebut bisa dialihkan ke program Updating BST? Saya melampirkan bukti bayar dan sertifikat BST saya untuk verifikasi.
Terima kasih banyak atas bantuannya.","Terkait peralihan biaya seperti yang disebutkan, mohon maaf, tidak bisa ya, pak/bu"
"Saya ada pernah mengikutin pelatihan TOT 6.09 secara hybrid di BP2TL jakarta.
Namun saya mendapat email untuk mengambil sertifikat di bp2tl sorong. Mohon konfirmasinya (Melampirkan gambar)","Terkait hal tersebut, dapat ditanyakann langsung kepada seksi penyelenggara diklat TOT ya, pak/bu, berikut nomor teleponnya: 082171168057 (Helen)"
" ka, dengan saya Rafly. mau tanya terkait penyewaan aset terkait auditorium, untuk CP yang bisa dihubungi terkai perihal tersebut kesiapa ya ka?"," Terkait penyewaan aset, bisa langsung menghubungi nomor berikut ya: +62811-1707-0806"
" .
permisi saya mau update BST lewat online bisa tidak pak/bu","

Alur pendaftaran peserta:
1. Peserta registrasi KTP
2. Validasi KTP oleh admin
3. Unggah berkas oleh peserta 
4. Validasi berkas oleh admin
5. Apabila berkas sudah tervalidasi semua, kembali ke menu halaman unggah berkas, maka tampilan akan berubah menjadi pilihan jadwal periode pembelajaran 
6. Pilih jadwal, klik daftar
7. Tunggu virtual account (VA) yang diterima di email (±5menit)
8. Lalukan pembayaran, Bank BNI, masukan nomor VA, pastikan nama yang muncul adalah nama peserta, pastikan nominal pembayaran sesuai (tidak kurang/lebih)
9. Apabila pembayaran berhasil akan ada email balasan dengan tulisan ""Pembayaran telah berhasil dilakukan"". 
Atau, 
peserta dipersilahkan cek kartu peserta sesuai diklat yang diambil, dengan mengikuti langkah berikut :
1. Dashboard 
2. Klik Diklat saya
3. Klik Diklat cetak (warna hijau)

Selamat, anda berhasil terdaftar menjadi peserta Diklat di BP2TL!! 😎"
